,ID,Name,Age,Photo,Nationality
0,158023,L. Messi,31,https://cdn.sofifa.org/players/4/19/158023.png,Argentina
1,20801,Cristiano Ronaldo,33,https://cdn.sofifa.org/players/4/19/20801.png,Portugal
2,190871,Neymar Jr,26,https://cdn.sofifa.org/players/4/19/190871.png,Brazil
3,193080,De Gea,27,https://cdn.sofifa.org/players/4/19/193080.png,Spain
4,192985,K. De Bruyne,27,https://cdn.sofifa.org/players/4/19/192985.png,Belgium
5,183277,E. Hazard,27,https://cdn.sofifa.org/players/4/19/183277.png,Belgium
6,177003,L. Modrić,32,https://cdn.sofifa.org/players/4/19/177003.png,Croatia
7,176580,L. Suárez,31,https://cdn.sofifa.org/players/4/19/176580.png,Uruguay
8,155862,Sergio Ramos,32,https://cdn.sofifa.org/players/4/19/155862.png,Spain
9,200389,J. Oblak,25,https://cdn.sofifa.org/players/4/19/200389.png,Slovenia
10,188545,R. Lewandowski,29,https://cdn.sofifa.org/players/4/19/188545.png,Poland
11,182521,T. Kroos,28,https://cdn.sofifa.org/players/4/19/182521.png,Germany
12,182493,D. Godín,32,https://cdn.sofifa.org/players/4/19/182493.png,Uruguay
13,168542,David Silva,32,https://cdn.sofifa.org/players/4/19/168542.png,Spain
14,215914,N. Kanté,27,https://cdn.sofifa.org/players/4/19/215914.png,France
15,211110,P. Dybala,24,https://cdn.sofifa.org/players/4/19/211110.png,Argentina
16,202126,H. Kane,24,https://cdn.sofifa.org/players/4/19/202126.png,England
17,194765,A. Griezmann,27,https://cdn.sofifa.org/players/4/19/194765.png,France
18,192448,M. ter Stegen,26,https://cdn.sofifa.org/players/4/19/192448.png,Germany
19,192119,T. Courtois,26,https://cdn.sofifa.org/players/4/19/192119.png,Belgium
20,189511,Sergio Busquets,29,https://cdn.sofifa.org/players/4/19/189511.png,Spain
21,179813,E. Cavani,31,https://cdn.sofifa.org/players/4/19/179813.png,Uruguay
22,167495,M. Neuer,32,https://cdn.sofifa.org/players/4/19/167495.png,Germany
23,153079,S. Agüero,30,https://cdn.sofifa.org/players/4/19/153079.png,Argentina
24,138956,G. Chiellini,33,https://cdn.sofifa.org/players/4/19/138956.png,Italy
25,231747,K. Mbappé,19,https://cdn.sofifa.org/players/4/19/231747.png,France
26,209331,M. Salah,26,https://cdn.sofifa.org/players/4/19/209331.png,Egypt
27,200145,Casemiro,26,https://cdn.sofifa.org/players/4/19/200145.png,Brazil
28,198710,J. Rodríguez,26,https://cdn.sofifa.org/players/4/19/198710.png,Colombia
29,198219,L. Insigne,27,https://cdn.sofifa.org/players/4/19/198219.png,Italy
30,197781,Isco,26,https://cdn.sofifa.org/players/4/19/197781.png,Spain
31,190460,C. Eriksen,26,https://cdn.sofifa.org/players/4/19/190460.png,Denmark
32,189242,Coutinho,26,https://cdn.sofifa.org/players/4/19/189242.png,Brazil
33,188567,P. Aubameyang,29,https://cdn.sofifa.org/players/4/19/188567.png,Gabon
34,178603,M. Hummels,29,https://cdn.sofifa.org/players/4/19/178603.png,Germany
35,176676,Marcelo,30,https://cdn.sofifa.org/players/4/19/176676.png,Brazil
36,173731,G. Bale,28,https://cdn.sofifa.org/players/4/19/173731.png,Wales
37,167948,H. Lloris,31,https://cdn.sofifa.org/players/4/19/167948.png,France
38,167664,G. Higuaín,30,https://cdn.sofifa.org/players/4/19/167664.png,Argentina
39,164240,Thiago Silva,33,https://cdn.sofifa.org/players/4/19/164240.png,Brazil
40,162835,S. Handanovič,33,https://cdn.sofifa.org/players/4/19/162835.png,Slovenia
41,1179,G. Buffon,40,https://cdn.sofifa.org/players/4/19/1179.png,Italy
42,205600,S. Umtiti,24,https://cdn.sofifa.org/players/4/19/205600.png,France
43,201399,M. Icardi,25,https://cdn.sofifa.org/players/4/19/201399.png,Argentina
44,201024,K. Koulibaly,27,https://cdn.sofifa.org/players/4/19/201024.png,Senegal
45,195864,P. Pogba,25,https://cdn.sofifa.org/players/4/19/195864.png,France
46,193041,K. Navas,31,https://cdn.sofifa.org/players/4/19/193041.png,Costa Rica
47,192505,R. Lukaku,25,https://cdn.sofifa.org/players/4/19/192505.png,Belgium
48,192387,C. Immobile,28,https://cdn.sofifa.org/players/4/19/192387.png,Italy
49,189332,Jordi Alba,29,https://cdn.sofifa.org/players/4/19/189332.png,Spain
50,175943,D. Mertens,31,https://cdn.sofifa.org/players/4/19/175943.png,Belgium
51,172871,J. Vertonghen,31,https://cdn.sofifa.org/players/4/19/172871.png,Belgium
52,171877,M. Hamšík,30,https://cdn.sofifa.org/players/4/19/171877.png,Slovakia
53,168651,I. Rakitić,30,https://cdn.sofifa.org/players/4/19/168651.png,Croatia
54,152729,Piqué,31,https://cdn.sofifa.org/players/4/19/152729.png,Spain
55,222492,L. Sané,22,https://cdn.sofifa.org/players/4/19/222492.png,Germany
56,218667,Bernardo Silva,23,https://cdn.sofifa.org/players/4/19/218667.png,Portugal
57,210257,Ederson,24,https://cdn.sofifa.org/players/4/19/210257.png,Brazil
58,208722,S. Mané,26,https://cdn.sofifa.org/players/4/19/208722.png,Senegal
59,203376,V. van Dijk,26,https://cdn.sofifa.org/players/4/19/203376.png,Netherlands
60,202652,R. Sterling,23,https://cdn.sofifa.org/players/4/19/202652.png,England
61,201942,Roberto Firmino,26,https://cdn.sofifa.org/players/4/19/201942.png,Brazil
62,201535,R. Varane,25,https://cdn.sofifa.org/players/4/19/201535.png,France
63,199556,M. Verratti,25,https://cdn.sofifa.org/players/4/19/199556.png,Italy
64,191043,Alex Sandro,27,https://cdn.sofifa.org/players/4/19/191043.png,Brazil
65,190483,Douglas Costa,27,https://cdn.sofifa.org/players/4/19/190483.png,Brazil
66,189596,T. Müller,28,https://cdn.sofifa.org/players/4/19/189596.png,Germany
67,189509,Thiago,27,https://cdn.sofifa.org/players/4/19/189509.png,Spain
68,188350,M. Reus,29,https://cdn.sofifa.org/players/4/19/188350.png,Germany
69,184432,Azpilicueta,28,https://cdn.sofifa.org/players/4/19/184432.png,Spain
70,184344,L. Bonucci,31,https://cdn.sofifa.org/players/4/19/184344.png,Italy
71,184087,T. Alderweireld,29,https://cdn.sofifa.org/players/4/19/184087.png,Belgium
72,180206,M. Pjanić,28,https://cdn.sofifa.org/players/4/19/180206.png,Bosnia Herzegovina
73,177509,M. Benatia,31,https://cdn.sofifa.org/players/4/19/177509.png,Morocco
74,176635,M. Özil,29,https://cdn.sofifa.org/players/4/19/176635.png,Germany
75,135507,Fernandinho,33,https://cdn.sofifa.org/players/4/19/135507.png,Brazil
76,41,Iniesta,34,https://cdn.sofifa.org/players/4/19/41.png,Spain
77,232363,M. Škriniar,23,https://cdn.sofifa.org/players/4/19/232363.png,Slovakia
78,223848,S. Milinković-Savić,23,https://cdn.sofifa.org/players/4/19/223848.png,Serbia
79,220834,Marco Asensio,22,https://cdn.sofifa.org/players/4/19/220834.png,Spain
80,216594,N. Fekir,24,https://cdn.sofifa.org/players/4/19/216594.png,France
81,212831,Alisson,25,https://cdn.sofifa.org/players/4/19/212831.png,Brazil
82,212622,J. Kimmich,23,https://cdn.sofifa.org/players/4/19/212622.png,Germany
83,208421,Saúl,23,https://cdn.sofifa.org/players/4/19/208421.png,Spain
84,204485,R. Mahrez,27,https://cdn.sofifa.org/players/4/19/204485.png,Algeria
85,197445,D. Alaba,26,https://cdn.sofifa.org/players/4/19/197445.png,Austria
86,193747,Koke,26,https://cdn.sofifa.org/players/4/19/193747.png,Spain
87,193301,A. Lacazette,27,https://cdn.sofifa.org/players/4/19/193301.png,France
88,192774,K. Manolas,27,https://cdn.sofifa.org/players/4/19/192774.png,Greece
89,192366,N. Otamendi,30,https://cdn.sofifa.org/players/4/19/192366.png,Argentina
90,189513,Parejo,29,https://cdn.sofifa.org/players/4/19/189513.png,Spain
91,187961,Paulinho,29,https://cdn.sofifa.org/players/4/19/187961.png,Brazil
92,186153,W. Szczęsny,28,https://cdn.sofifa.org/players/4/19/186153.png,Poland
93,184941,A. Sánchez,29,https://cdn.sofifa.org/players/4/19/184941.png,Chile
94,184267,Y. Brahimi,28,https://cdn.sofifa.org/players/4/19/184267.png,Algeria
95,183907,J. Boateng,29,https://cdn.sofifa.org/players/4/19/183907.png,Germany
96,181872,A. Vidal,31,https://cdn.sofifa.org/players/4/19/181872.png,Chile
97,181458,I. Perišić,29,https://cdn.sofifa.org/players/4/19/181458.png,Croatia
98,180930,E. Džeko,32,https://cdn.sofifa.org/players/4/19/180930.png,Bosnia Herzegovina
99,179846,S. Khedira,31,https://cdn.sofifa.org/players/4/19/179846.png,Germany
100,179844,Diego Costa,29,https://cdn.sofifa.org/players/4/19/179844.png,Spain
101,178518,R. Nainggolan,30,https://cdn.sofifa.org/players/4/19/178518.png,Belgium
102,171919,Naldo,35,https://cdn.sofifa.org/players/4/19/171919.png,Brazil
103,170890,B. Matuidi,31,https://cdn.sofifa.org/players/4/19/170890.png,France
104,168609,Miranda,33,https://cdn.sofifa.org/players/4/19/168609.png,Brazil
105,165153,K. Benzema,30,https://cdn.sofifa.org/players/4/19/165153.png,France
106,164169,Filipe Luís,32,https://cdn.sofifa.org/players/4/19/164169.png,Brazil
107,139720,V. Kompany,32,https://cdn.sofifa.org/players/4/19/139720.png,Belgium
108,120533,Pepe,35,https://cdn.sofifa.org/players/4/19/120533.png,Portugal
109,41236,Z. Ibrahimović,36,https://cdn.sofifa.org/players/4/19/41236.png,Sweden
110,220793,D. Sánchez,22,https://cdn.sofifa.org/players/4/19/220793.png,Colombia
111,216460,J. Giménez,23,https://cdn.sofifa.org/players/4/19/216460.png,Uruguay
112,212462,Alex Telles,25,https://cdn.sofifa.org/players/4/19/212462.png,Brazil
113,212218,A. Laporte,24,https://cdn.sofifa.org/players/4/19/212218.png,France
114,212198,Bruno Fernandes,23,https://cdn.sofifa.org/players/4/19/212198.png,Portugal
115,212190,N. Süle,22,https://cdn.sofifa.org/players/4/19/212190.png,Germany
116,211300,A. Martial,22,https://cdn.sofifa.org/players/4/19/211300.png,France
117,211117,D. Alli,22,https://cdn.sofifa.org/players/4/19/211117.png,England
118,209499,Fabinho,24,https://cdn.sofifa.org/players/4/19/209499.png,Brazil
119,207865,Marquinhos,24,https://cdn.sofifa.org/players/4/19/207865.png,Brazil
120,207566,William Carvalho,26,https://cdn.sofifa.org/players/4/19/207566.png,Portugal
121,205498,Jorginho,26,https://cdn.sofifa.org/players/4/19/205498.png,Italy
122,204970,F. Thauvin,25,https://cdn.sofifa.org/players/4/19/204970.png,France
123,204963,Carvajal,26,https://cdn.sofifa.org/players/4/19/204963.png,Spain
124,202556,M. Depay,24,https://cdn.sofifa.org/players/4/19/202556.png,Netherlands
125,200104,H. Son,25,https://cdn.sofifa.org/players/4/19/200104.png,Korea Republic
126,199482,A. Lopes,27,https://cdn.sofifa.org/players/4/19/199482.png,Portugal
127,198176,S. de Vrij,26,https://cdn.sofifa.org/players/4/19/198176.png,Netherlands
128,198009,M. Perin,25,https://cdn.sofifa.org/players/4/19/198009.png,Italy
129,193082,J. Cuadrado,30,https://cdn.sofifa.org/players/4/19/193082.png,Colombia
130,192629,Iago Aspas,30,https://cdn.sofifa.org/players/4/19/192629.png,Spain
131,192563,B. Leno,26,https://cdn.sofifa.org/players/4/19/192563.png,Germany
132,191202,N. Matić,29,https://cdn.sofifa.org/players/4/19/191202.png,Serbia
133,190941,L. Hrádecký,28,https://cdn.sofifa.org/players/4/19/190941.png,Finland
134,190584,Illarramendi,28,https://cdn.sofifa.org/players/4/19/190584.png,Spain
135,188377,K. Walker,28,https://cdn.sofifa.org/players/4/19/188377.png,England
136,186942,I. Gündoğan,27,https://cdn.sofifa.org/players/4/19/186942.png,Germany
137,185020,José Callejón,31,https://cdn.sofifa.org/players/4/19/185020.png,Spain
138,183898,A. Di María,30,https://cdn.sofifa.org/players/4/19/183898.png,Argentina
139,181783,M. Mandžukić,32,https://cdn.sofifa.org/players/4/19/181783.png,Croatia
140,180403,Willian,29,https://cdn.sofifa.org/players/4/19/180403.png,Brazil
141,178750,Sergio Asenjo,29,https://cdn.sofifa.org/players/4/19/178750.png,Spain
142,178562,E. Banega,30,https://cdn.sofifa.org/players/4/19/178562.png,Argentina
143,177413,A. Witsel,29,https://cdn.sofifa.org/players/4/19/177413.png,Belgium
144,177388,D. Payet,31,https://cdn.sofifa.org/players/4/19/177388.png,France
145,176769,Jonas,34,https://cdn.sofifa.org/players/4/19/176769.png,Brazil
146,172879,Sokratis,30,https://cdn.sofifa.org/players/4/19/172879.png,Greece
147,167628,S. Ruffier,31,https://cdn.sofifa.org/players/4/19/167628.png,France
148,167397,Falcao,32,https://cdn.sofifa.org/players/4/19/167397.png,Colombia
149,163587,K. Schmeichel,31,https://cdn.sofifa.org/players/4/19/163587.png,Denmark
150,157481,Raúl Albiol,32,https://cdn.sofifa.org/players/4/19/157481.png,Spain
151,143076,A. Gómez,30,https://cdn.sofifa.org/players/4/19/143076.png,Argentina
152,137186,A. Barzagli,37,https://cdn.sofifa.org/players/4/19/137186.png,Italy
153,20775,Quaresma,34,https://cdn.sofifa.org/players/4/19/20775.png,Portugal
154,9014,A. Robben,34,https://cdn.sofifa.org/players/4/19/9014.png,Netherlands
155,231443,O. Dembélé,21,https://cdn.sofifa.org/players/4/19/231443.png,France
156,230666,Gabriel Jesus,21,https://cdn.sofifa.org/players/4/19/230666.png,Brazil
157,230481,Ronaldo Cabrais,26,https://cdn.sofifa.org/players/4/19/230481.png,Brazil
158,230375,Josué Chiamulera,26,https://cdn.sofifa.org/players/4/19/230375.png,Brazil
159,230294,Louri Beretta,26,https://cdn.sofifa.org/players/4/19/230294.png,Brazil
160,225850,P. Kimpembe,22,https://cdn.sofifa.org/players/4/19/225850.png,France
161,220971,N. Keïta,23,https://cdn.sofifa.org/players/4/19/220971.png,Guinea
162,219683,C. Tolisso,23,https://cdn.sofifa.org/players/4/19/219683.png,France
163,213565,T. Lemar,22,https://cdn.sofifa.org/players/4/19/213565.png,France
164,213345,K. Coman,22,https://cdn.sofifa.org/players/4/19/213345.png,France
165,213331,J. Tah,22,https://cdn.sofifa.org/players/4/19/213331.png,Germany
166,212523,Anderson Talisca,24,https://cdn.sofifa.org/players/4/19/212523.png,Brazil
167,212188,T. Werner,22,https://cdn.sofifa.org/players/4/19/212188.png,Germany
168,210008,A. Rabiot,23,https://cdn.sofifa.org/players/4/19/210008.png,France
169,209658,L. Goretzka,23,https://cdn.sofifa.org/players/4/19/209658.png,Germany
170,208808,Q. Promes,26,https://cdn.sofifa.org/players/4/19/208808.png,Netherlands
171,208670,H. Ziyech,25,https://cdn.sofifa.org/players/4/19/208670.png,Morocco
172,208618,Lucas Vázquez,27,https://cdn.sofifa.org/players/4/19/208618.png,Spain
173,208418,Y. Carrasco,24,https://cdn.sofifa.org/players/4/19/208418.png,Belgium
174,208093,Gerard Moreno,26,https://cdn.sofifa.org/players/4/19/208093.png,Spain
175,207863,Felipe,29,https://cdn.sofifa.org/players/4/19/207863.png,Brazil
176,207410,M. Kovačić,24,https://cdn.sofifa.org/players/4/19/207410.png,Croatia
177,206585,Kepa,23,https://cdn.sofifa.org/players/4/19/206585.png,Spain
178,206545,Manu Trigueros,26,https://cdn.sofifa.org/players/4/19/206545.png,Spain
179,206113,S. Gnabry,22,https://cdn.sofifa.org/players/4/19/206113.png,Germany
180,204935,J. Pickford,24,https://cdn.sofifa.org/players/4/19/204935.png,England
181,204639,S. Savić,27,https://cdn.sofifa.org/players/4/19/204639.png,Montenegro
182,203574,J. Stones,24,https://cdn.sofifa.org/players/4/19/203574.png,England
183,202651,Suso,24,https://cdn.sofifa.org/players/4/19/202651.png,Spain
184,202166,J. Draxler,24,https://cdn.sofifa.org/players/4/19/202166.png,Germany
185,201995,Felipe Anderson,25,https://cdn.sofifa.org/players/4/19/201995.png,Brazil
186,200949,Lucas Moura,25,https://cdn.sofifa.org/players/4/19/200949.png,Brazil
187,200888,Danilo Pereira,26,https://cdn.sofifa.org/players/4/19/200888.png,Portugal
188,200724,Nacho Fernández,28,https://cdn.sofifa.org/players/4/19/200724.png,Spain
189,200316,T. Horn,25,https://cdn.sofifa.org/players/4/19/200316.png,Germany
190,199914,Allan,27,https://cdn.sofifa.org/players/4/19/199914.png,Brazil
191,199845,F. Acerbi,30,https://cdn.sofifa.org/players/4/19/199845.png,Italy
192,199564,Sergi Roberto,26,https://cdn.sofifa.org/players/4/19/199564.png,Spain
193,198329,Rodrigo,27,https://cdn.sofifa.org/players/4/19/198329.png,Spain
194,197965,Pizzi,28,https://cdn.sofifa.org/players/4/19/197965.png,Portugal
195,195365,K. Kampl,27,https://cdn.sofifa.org/players/4/19/195365.png,Slovenia
196,194404,Neto,28,https://cdn.sofifa.org/players/4/19/194404.png,Brazil
197,193698,O. Baumann,28,https://cdn.sofifa.org/players/4/19/193698.png,Germany
198,193474,I. Gueye,28,https://cdn.sofifa.org/players/4/19/193474.png,Senegal
199,192883,H. Mkhitaryan,29,https://cdn.sofifa.org/players/4/19/192883.png,Armenia
200,192638,Marcos Alonso,27,https://cdn.sofifa.org/players/4/19/192638.png,Spain
201,192593,D. Subašić,33,https://cdn.sofifa.org/players/4/19/192593.png,Croatia
202,190547,K. Glik,30,https://cdn.sofifa.org/players/4/19/190547.png,Poland
203,189712,K. Strootman,28,https://cdn.sofifa.org/players/4/19/189712.png,Netherlands
204,189068,B. Dost,29,https://cdn.sofifa.org/players/4/19/189068.png,Netherlands
205,188152,Oscar,26,https://cdn.sofifa.org/players/4/19/188152.png,Brazil
206,186627,M. Balotelli,27,https://cdn.sofifa.org/players/4/19/186627.png,Italy
207,185221,Luiz Gustavo,30,https://cdn.sofifa.org/players/4/19/185221.png,Brazil
208,184942,Giuliano,28,https://cdn.sofifa.org/players/4/19/184942.png,Brazil
209,179944,David Luiz,31,https://cdn.sofifa.org/players/4/19/179944.png,Brazil
210,179783,R. Fährmann,29,https://cdn.sofifa.org/players/4/19/179783.png,Germany
211,178088,Juan Mata,30,https://cdn.sofifa.org/players/4/19/178088.png,Spain
212,178086,Adán,31,https://cdn.sofifa.org/players/4/19/178086.png,Spain
213,178005,Rui Patrício,30,https://cdn.sofifa.org/players/4/19/178005.png,Portugal
214,177683,Y. Sommer,29,https://cdn.sofifa.org/players/4/19/177683.png,Switzerland
215,177610,Javi Martínez,29,https://cdn.sofifa.org/players/4/19/177610.png,Spain
216,177457,L. Bender,29,https://cdn.sofifa.org/players/4/19/177457.png,Germany
217,176266,Lucas Leiva,31,https://cdn.sofifa.org/players/4/19/176266.png,Brazil
218,163705,S. Mandanda,33,https://cdn.sofifa.org/players/4/19/163705.png,France
219,162895,Cesc Fàbregas,31,https://cdn.sofifa.org/players/4/19/162895.png,Spain
220,162240,M. Dembélé,30,https://cdn.sofifa.org/players/4/19/162240.png,Belgium
221,156616,F. Ribéry,35,https://cdn.sofifa.org/players/4/19/156616.png,France
222,104389,R. Jarstein,33,https://cdn.sofifa.org/players/4/19/104389.png,Norway
223,53302,D. De Rossi,34,https://cdn.sofifa.org/players/4/19/53302.png,Italy
224,24630,Pepe Reina,35,https://cdn.sofifa.org/players/4/19/24630.png,Spain
225,236583,J. Pavlenka,26,https://cdn.sofifa.org/players/4/19/236583.png,Czech Republic
226,235243,M. de Ligt,18,https://cdn.sofifa.org/players/4/19/235243.png,Netherlands
227,231866,Rodri,22,https://cdn.sofifa.org/players/4/19/231866.png,Spain
228,230658,Arthur,21,https://cdn.sofifa.org/players/4/19/230658.png,Brazil
229,230621,G. Donnarumma,19,https://cdn.sofifa.org/players/4/19/230621.png,Italy
230,230258,Rosberto Dourado,30,https://cdn.sofifa.org/players/4/19/230258.png,Brazil
231,230225,Juiano Mestres,34,https://cdn.sofifa.org/players/4/19/230225.png,Brazil
232,230168,Raphaelito Anjos,30,https://cdn.sofifa.org/players/4/19/230168.png,Brazil
233,227055,Gelson Martins,23,https://cdn.sofifa.org/players/4/19/227055.png,Portugal
234,224411,Gonçalo Guedes,21,https://cdn.sofifa.org/players/4/19/224411.png,Portugal
235,223959,L. Torreira,22,https://cdn.sofifa.org/players/4/19/223959.png,Uruguay
236,222737,Malcom,21,https://cdn.sofifa.org/players/4/19/222737.png,Brazil
237,221087,Pau López,23,https://cdn.sofifa.org/players/4/19/221087.png,Spain
238,220814,L. Hernández,22,https://cdn.sofifa.org/players/4/19/220814.png,France
239,220440,C. Lenglet,23,https://cdn.sofifa.org/players/4/19/220440.png,France
240,216354,A. Kramarić,27,https://cdn.sofifa.org/players/4/19/216354.png,Croatia
241,216267,A. Robertson,24,https://cdn.sofifa.org/players/4/19/216267.png,Scotland
242,216194,Dani García,28,https://cdn.sofifa.org/players/4/19/216194.png,Spain
243,212404,F. Bernardeschi,24,https://cdn.sofifa.org/players/4/19/212404.png,Italy
244,212194,J. Brandt,22,https://cdn.sofifa.org/players/4/19/212194.png,Germany
245,211320,D. Rugani,23,https://cdn.sofifa.org/players/4/19/211320.png,Italy
246,210617,Samu Castillejo,23,https://cdn.sofifa.org/players/4/19/210617.png,Spain
247,210514,João Cancelo,24,https://cdn.sofifa.org/players/4/19/210514.png,Portugal
248,210413,A. Romagnoli,23,https://cdn.sofifa.org/players/4/19/210413.png,Italy
249,209989,T. Partey,25,https://cdn.sofifa.org/players/4/19/209989.png,Ghana
250,209297,Fred,25,https://cdn.sofifa.org/players/4/19/209297.png,Brazil
251,208830,J. Vardy,31,https://cdn.sofifa.org/players/4/19/208830.png,England
252,208596,A. Belotti,24,https://cdn.sofifa.org/players/4/19/208596.png,Italy
253,208448,E. Forsberg,26,https://cdn.sofifa.org/players/4/19/208448.png,Sweden
254,207494,J. Lingard,25,https://cdn.sofifa.org/players/4/19/207494.png,England
255,207471,F. Vázquez,29,https://cdn.sofifa.org/players/4/19/207471.png,Argentina
256,205678,E. Višća,28,https://cdn.sofifa.org/players/4/19/205678.png,Bosnia Herzegovina
257,205452,A. Rüdiger,25,https://cdn.sofifa.org/players/4/19/205452.png,Germany
258,203551,A. Florenzi,27,https://cdn.sofifa.org/players/4/19/203551.png,Italy
259,203263,H. Maguire,25,https://cdn.sofifa.org/players/4/19/203263.png,England
260,202371,T. Meunier,26,https://cdn.sofifa.org/players/4/19/202371.png,Belgium
261,201956,S. Sané,27,https://cdn.sofifa.org/players/4/19/201956.png,Senegal
262,201455,G. Kondogbia,25,https://cdn.sofifa.org/players/4/19/201455.png,Central African Rep.
263,201400,Rafinha,25,https://cdn.sofifa.org/players/4/19/201400.png,Brazil
264,201305,Gabriel Paulista,27,https://cdn.sofifa.org/players/4/19/201305.png,Brazil
265,201153,Morata,25,https://cdn.sofifa.org/players/4/19/201153.png,Spain
266,199987,J. Cillessen,29,https://cdn.sofifa.org/players/4/19/199987.png,Netherlands
267,199451,W. Ben Yedder,27,https://cdn.sofifa.org/players/4/19/199451.png,France
268,198951,C. Bakambu,27,https://cdn.sofifa.org/players/4/19/198951.png,DR Congo
269,198950,Pablo Sarabia,26,https://cdn.sofifa.org/players/4/19/198950.png,Spain
270,198717,W. Zaha,25,https://cdn.sofifa.org/players/4/19/198717.png,Ivory Coast
271,198706,Luis Alberto,25,https://cdn.sofifa.org/players/4/19/198706.png,Spain
272,198164,Jonathan Viera,28,https://cdn.sofifa.org/players/4/19/198164.png,Spain
273,198141,Bartra,27,https://cdn.sofifa.org/players/4/19/198141.png,Spain
274,197655,S. Coates,27,https://cdn.sofifa.org/players/4/19/197655.png,Uruguay
275,195093,Willian José,26,https://cdn.sofifa.org/players/4/19/195093.png,Brazil
276,193525,Mário Fernandes,27,https://cdn.sofifa.org/players/4/19/193525.png,Russia
277,193469,Víctor Ruiz,29,https://cdn.sofifa.org/players/4/19/193469.png,Spain
278,193283,T. Delaney,26,https://cdn.sofifa.org/players/4/19/193283.png,Denmark
279,192984,K. Casteels,26,https://cdn.sofifa.org/players/4/19/192984.png,Belgium
280,192318,M. Götze,26,https://cdn.sofifa.org/players/4/19/192318.png,Germany
281,192227,S. Mustafi,26,https://cdn.sofifa.org/players/4/19/192227.png,Germany
282,191180,J. Pastore,29,https://cdn.sofifa.org/players/4/19/191180.png,Argentina
283,189505,Pedro,30,https://cdn.sofifa.org/players/4/19/189505.png,Spain
284,189125,G. Bonaventura,28,https://cdn.sofifa.org/players/4/19/189125.png,Italy
285,189117,R. Bürki,27,https://cdn.sofifa.org/players/4/19/189117.png,Switzerland
286,188803,Taison,30,https://cdn.sofifa.org/players/4/19/188803.png,Brazil
287,187936,S. Nzonzi,29,https://cdn.sofifa.org/players/4/19/187936.png,France
288,187754,Marlos,30,https://cdn.sofifa.org/players/4/19/187754.png,Ukraine
289,186561,A. Ramsey,27,https://cdn.sofifa.org/players/4/19/186561.png,Wales
290,186345,K. Trippier,27,https://cdn.sofifa.org/players/4/19/186345.png,England
291,185103,A. Kolarov,32,https://cdn.sofifa.org/players/4/19/185103.png,Serbia
292,184484,G. Sigurðsson,28,https://cdn.sofifa.org/players/4/19/184484.png,Iceland
293,184431,S. Giovinco,31,https://cdn.sofifa.org/players/4/19/184431.png,Italy
294,184200,M. Arnautović,29,https://cdn.sofifa.org/players/4/19/184200.png,Austria
295,184144,N. Gaitán,30,https://cdn.sofifa.org/players/4/19/184144.png,Argentina
296,183711,J. Henderson,28,https://cdn.sofifa.org/players/4/19/183711.png,England
297,183574,M. Kruse,30,https://cdn.sofifa.org/players/4/19/183574.png,Germany
298,183498,M. Parolo,33,https://cdn.sofifa.org/players/4/19/183498.png,Italy
299,183376,L. Fejsa,29,https://cdn.sofifa.org/players/4/19/183376.png,Serbia
300,183280,A. Rami,32,https://cdn.sofifa.org/players/4/19/183280.png,France
301,181786,V. Ćorluka,32,https://cdn.sofifa.org/players/4/19/181786.png,Croatia
302,181291,G. Wijnaldum,27,https://cdn.sofifa.org/players/4/19/181291.png,Netherlands
303,179847,F. Fazio,31,https://cdn.sofifa.org/players/4/19/179847.png,Argentina
304,178509,O. Giroud,31,https://cdn.sofifa.org/players/4/19/178509.png,France
305,173521,Marcano,31,https://cdn.sofifa.org/players/4/19/173521.png,Spain
306,171897,A. Guardado,31,https://cdn.sofifa.org/players/4/19/171897.png,Mexico
307,170481,E. Garay,31,https://cdn.sofifa.org/players/4/19/170481.png,Argentina
308,168530,Jardel,32,https://cdn.sofifa.org/players/4/19/168530.png,Brazil
309,168435,S. Sirigu,31,https://cdn.sofifa.org/players/4/19/168435.png,Italy
310,168354,E. Viviano,32,https://cdn.sofifa.org/players/4/19/168354.png,Italy
311,165229,L. Koscielny,32,https://cdn.sofifa.org/players/4/19/165229.png,France
312,163489,A. Consigli,31,https://cdn.sofifa.org/players/4/19/163489.png,Italy
313,158963,L. Biglia,32,https://cdn.sofifa.org/players/4/19/158963.png,Argentina
314,146530,Dani Alves,35,https://cdn.sofifa.org/players/4/19/146530.png,Brazil
315,113422,David Villa,36,https://cdn.sofifa.org/players/4/19/113422.png,Spain
316,106231,Aduriz,37,https://cdn.sofifa.org/players/4/19/106231.png,Spain
317,48940,P. Čech,36,https://cdn.sofifa.org/players/4/19/48940.png,Czech Republic
318,5479,Casillas,37,https://cdn.sofifa.org/players/4/19/5479.png,Spain
319,231677,M. Rashford,20,https://cdn.sofifa.org/players/4/19/231677.png,England
320,230271,Laure Santeiro,30,https://cdn.sofifa.org/players/4/19/230271.png,Brazil
321,229906,L. Bailey,20,https://cdn.sofifa.org/players/4/19/229906.png,Jamaica
322,229237,M. Akanji,22,https://cdn.sofifa.org/players/4/19/229237.png,Switzerland
323,228702,F. de Jong,21,https://cdn.sofifa.org/players/4/19/228702.png,Netherlands
324,227928,Nélson Semedo,24,https://cdn.sofifa.org/players/4/19/227928.png,Portugal
325,226456,Pablo Fornals,22,https://cdn.sofifa.org/players/4/19/226456.png,Spain
326,226271,Fabián,22,https://cdn.sofifa.org/players/4/19/226271.png,Spain
